satellite_a,satellite_b,norad_a,norad_b,distance_km,relative_speed_km_s,time_to_cpa_seconds,minimum_distance_km,risk,risk_score
STARLINK-38186,HULIANWANG DIGUI-183,100162,100208,11187.714445833099,10.727192957082515,0.0,11187.714445833099,LOW,10
STARLINK-38219,STARLINK-38188,100215,100233,11187.915168853675,12.831152921979383,1.4884241654825354,11187.898868165383,LOW,10
2026-168J,ELECTRON R/B,100137,100245,11188.12573811459,12.322091228661867,0.0,11188.12573811459,LOW,10
2026-168D,HULIANWANG DIGUI-183,100132,100208,11223.815338676326,9.921316363184232,89.78629090855834,11188.409597820666,LOW,10
GLOBALSTAR 2-R OBJECT A,2026-188B,100325,100367,11726.919947794793,9.391901458934793,373.49309325726233,11189.991875265938,LOW,10
STARLINK-38161,STARLINK-38134,100106,100123,11190.504017141999,12.832239074594217,0.7415585811383982,11190.499971231702,LOW,10
STARLINK-38255,GLOBALSTAR 2-R OBJECT F,100269,100330,11480.432881120096,11.825201503506763,216.48790548626272,11191.365959427925,LOW,10
STARLINK-38111,STARLINK-38151,100152,100168,11191.721332577845,12.817167442217594,0.26332378192248046,11191.720823672034,LOW,10
CZ-6A DEB,STARLINK-38212,100175,100267,11253.12838792717,9.68167342006564,120.78840628820002,11192.199196877831,LOW,10
GLOBALSTAR 2-R OBJECT A,2026-188A,100325,100366,11728.838463866221,9.392852917483726,373.2103754149132,11192.723091576385,LOW,10
GLOBALSTAR 2-R OBJECT B,2026-188B,100326,100367,11732.777101536403,9.422737903991484,373.2771970353686,11193.154475276388,LOW,10
STARLINK-38142,HULIANWANG DIGUI-180,100183,100205,12143.711978170968,10.420142642978663,451.8877519853616,11193.639125369367,LOW,10
STARLINK-38137,STARLINK-38148,100198,100199,11193.928316506051,12.827355855716524,0.0,11193.928316506051,LOW,10
STARLINK-38195,STARLINK-38178,100196,100201,11194.91147899975,12.827981568075511,0.0,11194.91147899975,LOW,10
GLOBALSTAR 2-R OBJECT B,2026-188A,100326,100366,11734.697539746401,9.423678345145998,372.9980827147828,11195.88331693698,LOW,10
ELECTRON R/B,STARLINK-38232,100245,100260,11196.267019813844,13.768607053728774,0.0,11196.267019813844,LOW,10
STARLINK-38038,HULIANWANG DIGUI-186,100116,100211,12235.276853552363,8.368665878759769,589.4671541418304,11196.739760993218,LOW,10
STARLINK-38185,STARLINK-38251,100202,100229,11197.014019549733,7.760263600166707,0.0,11197.014019549733,LOW,10
GLOBALSTAR 2-R OBJECT C,2026-188B,100327,100367,11740.924090813873,9.465516728816587,373.00586189106247,11197.47756650647,LOW,10
STARLINK-38118,STARLINK-37717,100108,100226,11199.174870100303,12.96471214524223,0.0,11199.174870100303,LOW,10
STARLINK-38149,2026-188C,100169,100368,11200.064591653296,11.728621215256636,7.650993612698822,11199.705102288233,LOW,10
STARLINK-38100,STARLINK-38249,100149,100221,11199.877205868344,12.613655873267314,0.0,11199.877205868344,LOW,10
GLOBALSTAR 2-R OBJECT C,2026-188A,100327,100366,11742.84707260275,9.466441657449058,372.7317054438175,11200.20302339401,LOW,10
STARLINK-38142,STARLINK-38053,100183,100230,12932.992991977175,1.8108043455143958,3570.799141810371,11200.576376099776,LOW,10
2026-168G,STARLINK-38111,100135,100152,11231.255728568043,13.817666103839596,59.87352106264913,11200.743705733297,LOW,10
GLOBALSTAR 2-R OBJECT D,2026-188B,100328,100367,11747.271517293215,9.499387901981052,372.74902712725464,11200.915280185833,LOW,10
STARLINK-37740,STARLINK-38163,100102,100250,11201.708278848064,12.487477810894863,0.0,11201.708278848064,LOW,10
STARLINK-38135,SPACEMOBILE-011,100122,100242,11202.42128122471,10.99988021523104,0.0,11202.42128122471,LOW,10
STARLINK-38151,ELECTRON KICK STAGE R/B,100168,100244,11202.50106830525,15.015072232843936,0.0,11202.50106830525,LOW,10
GLOBALSTAR 2-R OBJECT D,2026-188A,100328,100366,11749.1964424359,9.500300713387892,372.4787590936582,11203.637841572065,LOW,10
YINLI-1 R/B,2026-170A,100138,100143,11203.81496774641,11.11359116522995,0.0,11203.81496774641,LOW,10
GLOBALSTAR 2-R OBJECT E,2026-188B,100329,100367,11753.070942878589,9.531397595741185,372.4639024825969,11204.082095879266,LOW,10
STARLINK-38132,HULIANWANG DIGUI-183,100154,100208,11204.648090209981,13.363553735201691,0.0,11204.648090209981,LOW,10
STARLINK-38255,GLOBALSTAR 2-R OBJECT G,100269,100331,11493.019605572235,11.860938074248889,215.6463812221138,11204.790073938078,LOW,10
GLOBALSTAR 2-R OBJECT E,2026-188A,100329,100366,11754.997686178634,9.5322991914954,372.1972823199689,11206.801756788167,LOW,10
STARLINK-38175,STARLINK-38126,100161,100235,11207.765378824337,12.643328902321027,0.0,11207.765378824337,LOW,10
GLOBALSTAR 2-R OBJECT F,2026-188B,100330,100367,11761.5076115142,9.57741144473545,372.07498973633653,11208.676115037586,LOW,10
STARLINK-38101,STARLINK-38163,100110,100250,11214.743059717319,12.882024225156815,28.591041790357547,11208.693468743313,LOW,10
2026-170D,STARLINK-38127,100146,100155,11208.971679983364,12.264360946102824,0.0,11208.971679983364,LOW,10
STARLINK-38186,ELECTRON KICK STAGE R/B,100162,100244,11210.105598794207,12.30784147921654,0.0,11210.105598794207,LOW,10
STARLINK-38149,HULIANWANG DIGUI-185,100169,100210,11210.795327966562,14.000780863462705,0.0,11210.795327966562,LOW,10
STARLINK-38097,STARLINK-38189,100163,100213,11210.852291898655,12.766533936874547,0.0,11210.852291898655,LOW,10
HULIANWANG DIGUI-185,GLOBALSTAR 2-R OBJECT E,100210,100329,11210.880742557987,9.798197990200313,0.0,11210.880742557987,LOW,10
GLOBALSTAR 2-R OBJECT F,2026-188A,100330,100366,11763.436804127343,9.578296663041856,371.8135641958688,11211.391457995313,LOW,10
GLOBALSTAR 2-R OBJECT G,2026-188B,100331,100367,11768.888353718397,9.618097967425104,371.72576045566274,11212.671417226307,LOW,10
2026-168J,CZ-6A R/B,100137,100177,11214.01561251056,11.229239646834634,0.0,11214.01561251056,LOW,10
STARLINK-37207,STARLINK-38221,100184,100248,13103.252099650355,1.2931309398423605,5240.318340046767,11214.962222674816,LOW,10
STARLINK-38197,STARLINK-38195,100171,100196,11215.04692413114,8.597523059404812,0.0,11215.04692413114,LOW,10
GLOBALSTAR 2-R OBJECT G,2026-188A,100331,100366,11770.819582457261,9.618968580179143,371.468883621752,11215.382759521126,LOW,10
2026-168F,CZ-6A DEB,100134,100175,11252.808877184334,5.257758918750038,173.67079839556504,11215.69975403988,LOW,10
STARLINK-38222,STARLINK-38120,100101,100120,11216.449768902914,12.85552574228757,0.0,11216.449768902914,LOW,10
GLOBALSTAR 2-R OBJECT H,2026-188B,100332,100367,11775.961811454126,9.657925337874408,371.322713928245,11216.612483195515,LOW,10
STARLINK-38255,GLOBALSTAR 2-R OBJECT H,100269,100332,11505.181962320865,11.895765542385718,214.80407075730196,11217.83687382501,LOW,10
HULIANWANG DIGUI-179,STARLINK-38190,100204,100219,11759.970961097717,11.855499756361034,297.6925855079785,11217.887422359656,LOW,10
STARLINK-38140,2026-178A,100182,100237,11218.972639032572,11.353763453480815,0.0,11218.972639032572,LOW,10
STARLINK-38182,STARLINK-38254,100148,100222,11219.044443823885,12.97377642698874,0.0,11219.044443823885,LOW,10
GLOBALSTAR 2-R OBJECT H,2026-188A,100332,100366,11777.89496303273,9.658781944992198,371.07024460648785,11219.319638684554,LOW,10
YINLI-1 R/B,2026-170B,100138,100144,11219.885923983791,11.190122107399109,0.0,11219.885923983791,LOW,10
STARLINK-38219,SPACEMOBILE-011,100215,100242,11297.534111003417,11.942240839142682,109.68759296408224,11221.336728451506,LOW,10
STARLINK-38104,STARLINK-38163,100185,100250,11221.703682093981,7.8021594682966064,0.0,11221.703682093981,LOW,10
STARLINK-38044,STARLINK-38279,100115,100262,11223.254413091881,12.889642125355792,0.0,11223.254413091881,LOW,10
2026-168F,STARLINK-38098,100134,100164,11223.945683300168,10.927404929120163,0.0,11223.945683300168,LOW,10
STARLINK-38162,GLOBALSTAR 2-R OBJECT H,100159,100332,11224.161779339265,10.941728759827626,0.0,11224.161779339265,LOW,10
2026-168J,STARLINK-38137,100137,100198,11224.314182133374,5.149337024969177,0.0,11224.314182133374,LOW,10
2026-168J,STARLINK-38167,100137,100257,11224.33542061638,13.46269330021957,0.0,11224.33542061638,LOW,10
HULIANWANG DIGUI-180,STARLINK-38232,100205,100260,11224.396350997524,7.754478630208942,0.0,11224.396350997524,LOW,10
STARLINK-38088,STARLINK-38097,100114,100163,11225.090971412532,12.788061987946023,0.0,11225.090971412532,LOW,10
STARLINK-37717,STARLINK-37947,100226,100261,11225.259376550528,12.872316582273346,0.0,11225.259376550528,LOW,10
YINLI-1 R/B,STARLINK-38197,100138,100171,11229.075968735311,14.15144290064925,7.115997696554922,11228.624416744924,LOW,10
STARLINK-38113,STARLINK-38259,100112,100252,11229.033098986727,12.561443750234572,0.0,11229.033098986727,LOW,10
STARLINK-38113,2026-168J,100112,100137,11437.62577617976,12.72744672213718,170.79433530101483,11229.157677861776,LOW,10
ELECTRON KICK STAGE R/B,STARLINK-38163,100244,100250,11230.663358059854,14.096269642176786,0.0,11230.663358059854,LOW,10
2026-168J,STARLINK-38127,100137,100155,11230.75868753867,13.987745400890216,0.0,11230.75868753867,LOW,10
STARLINK-38223,SPACEMOBILE-011,100190,100242,11230.97288604924,7.724060465319172,0.0,11230.97288604924,LOW,10
STARLINK-38151,QPS-SAR-13 (MIKURA-I),100168,100243,11231.797892368864,14.988887422441413,0.0,11231.797892368864,LOW,10
STARLINK-38134,2026-168F,100123,100134,11231.993887366738,9.875395927133303,0.0,11231.993887366738,LOW,10
STARLINK-38197,STARLINK-38259,100171,100252,11232.77109803663,12.936962765081748,0.5150711766014795,11232.769121602774,LOW,10
STARLINK-38101,CZ-6A R/B,100110,100177,11233.85827290201,10.745251253276274,0.0,11233.85827290201,LOW,10
STARLINK-38251,ELECTRON KICK STAGE R/B,100229,100244,11233.864864708388,14.50429521676874,0.0,11233.864864708388,LOW,10
STARLINK-38198,STARLINK-38219,100160,100215,11234.06069597944,12.841518139607635,0.0,11234.06069597944,LOW,10
STARLINK-38081,STARLINK-38075,100153,100227,11234.132169328495,12.673719636035504,0.7341727143733916,11234.128316007218,LOW,10
HULIANWANG DIGUI-183,CZ-8A R/B,100208,100212,11235.348111719299,10.919014362171367,0.0,11235.348111719299,LOW,10
STARLINK-38044,PESSOA,100115,100139,11237.267190328193,13.592156738728267,0.0,11237.267190328193,LOW,10
STARLINK-37991,2026-168F,100124,100134,11237.879515002156,9.887878289999078,0.0,11237.879515002156,LOW,10
STARLINK-37991,STARLINK-38162,100124,100159,11238.232638318912,13.050881082425727,0.0,11238.232638318912,LOW,10
STARLINK-38121,HULIANWANG DIGUI-183,100156,100208,11241.180337300326,11.705771134307588,0.0,11241.180337300326,LOW,10
STARLINK-38081,STARLINK-38191,100153,100246,11241.429788628073,12.829568602125857,1.2043531054821621,11241.419169705909,LOW,10
STARLINK-38158,STARLINK-37721,100105,100220,11242.316900888896,12.57240464336526,0.0,11242.316900888896,LOW,10
STARLINK-38162,GLOBALSTAR 2-R OBJECT G,100159,100331,11242.85336433112,10.97961048537838,0.0,11242.85336433112,LOW,10
2026-170D,STARLINK-38104,100146,100185,11244.755143520377,9.077988580539085,0.0,11244.755143520377,LOW,10
2026-170E,STARLINK-38154,100147,100258,11245.604073930645,11.762925724567673,0.0,11245.604073930645,LOW,10
STARLINK-38161,STARLINK-38157,100106,100263,11249.642818175023,12.621804069411025,22.852511254761424,11245.944422294018,LOW,10
STARLINK-38195,2026-188D,100196,100369,11246.095539346225,6.826647510004021,0.0,11246.095539346225,LOW,10
STARLINK-38214,STARLINK-38279,100103,100262,11246.519610353029,12.893539612572829,0.0,11246.519610353029,LOW,10
STARLINK-38101,2026-170D,100110,100146,11249.33993626405,12.601722917335554,18.715784216610224,11246.867263712838,LOW,10
YINLI-1 R/B,STARLINK-38079,100138,100165,11246.883615540231,12.101221842850082,0.0,11246.883615540231,LOW,10
STARLINK-38134,STARLINK-38225,100123,100194,11247.315415631738,8.178172548394798,0.0,11247.315415631738,LOW,10
STARLINK-38175,STARLINK-38164,100161,100224,11247.550286191958,12.714191122504838,0.0,11247.550286191958,LOW,10
SPACEMOBILE-013,STARLINK-38232,100240,100260,11310.939188255974,11.900433717087067,98.72461726079791,11249.757142138964,LOW,10
STARLINK-38152,HULIANWANG DIGUI-183,100157,100208,11250.350313256571,12.471896593671262,0.0,11250.350313256571,LOW,10
HULIANWANG DIGUI-185,GLOBALSTAR 2-R OBJECT F,100210,100330,11251.368739144376,9.806524725421609,0.0,11251.368739144376,LOW,10
STARLINK-38121,SPACEMOBILE-012,100156,100241,11251.503315100912,11.64381006358348,0.0,11251.503315100912,LOW,10
STARLINK-38134,STARLINK-38162,100123,100159,11252.100196813113,13.06030640403073,0.0,11252.100196813113,LOW,10
2026-168J,STARLINK-38132,100137,100154,11323.596393118287,12.49522302203248,101.02073949180671,11253.02150016244,LOW,10
STARLINK-38134,STARLINK-38129,100123,100268,11253.073027131004,12.595061441853472,0.0,11253.073027131004,LOW,10
STARLINK-37717,STARLINK-38075,100226,100227,11253.443204862298,12.913633497434311,0.0,11253.443204862298,LOW,10
STARLINK-37991,STARLINK-38225,100124,100194,11253.780113623607,8.160843407379314,0.0,11253.780113623607,LOW,10
2026-168C,STARLINK-38226,100131,100217,11254.105029935841,12.002151338742923,0.0,11254.105029935841,LOW,10
STARLINK-38151,STARLINK-38112,100168,100181,11254.127228344321,8.145896734993029,0.0,11254.127228344321,LOW,10
STARLINK-38038,STARLINK-38238,100116,100223,11254.317105658482,12.88864305737872,0.0,11254.317105658482,LOW,10
STARLINK-38115,HULIANWANG DIGUI-179,100111,100204,12281.055838410339,12.293279475771481,399.79842599559134,11254.720848362125,LOW,10
STARLINK-38095,STARLINK-38165,100179,100191,11258.253115839032,12.906458542066918,0.0,11258.253115839032,LOW,10
STARLINK-38186,STARLINK-38187,100162,100259,11258.549581537985,12.850441240115615,0.9473976229611888,11258.542999076173,LOW,10
STARLINK-38081,STARLINK-38121,100153,100156,11258.658255925462,12.892761794794652,0.6205698181301373,11258.655413057828,LOW,10
2026-170A,STARLINK-38192,100143,100158,11258.805739690972,12.502336300059103,0.0,11258.805739690972,LOW,10
STARLINK-38135,STARLINK-37717,100122,100226,11267.437552898897,13.400353763058687,32.53067315021893,11259.001756716336,LOW,10
HULIANWANG DIGUI-184,GLOBALSTAR 2-R OBJECT A,100209,100325,11259.569613398311,11.1058839371717,0.0,11259.569613398311,LOW,10
STARLINK-37991,STARLINK-38129,100124,100268,11259.757799124902,12.608913306588763,0.0,11259.757799124902,LOW,10
STARLINK-38214,STARLINK-38053,100103,100230,11264.343784538823,13.519607844137868,23.739801024081753,11259.770432666844,LOW,10
STARLINK-38173,STARLINK-38172,100151,100214,11259.917045016942,12.81509536233207,0.0,11259.917045016942,LOW,10
STARLINK-38044,STARLINK-38053,100115,100230,11266.029746375129,13.536059901343425,24.313020028141633,11261.221860600908,LOW,10
STARLINK-38161,STARLINK-38072,100106,100113,11261.808764311067,12.889410504243124,0.4622723511053787,11261.807188065659,LOW,10
STARLINK-38162,GLOBALSTAR 2-R OBJECT F,100159,100330,11261.963592122644,11.018343314458162,0.0,11261.963592122644,LOW,10
STARLINK-38177,GLOBALSTAR 2-R OBJECT H,100234,100332,11262.330934520565,11.575781258027732,0.0,11262.330934520565,LOW,10
STARLINK-38192,STARLINK-38079,100158,100165,11262.51639457997,12.922722281376977,1.52009750520658,11262.499263457763,LOW,10
STARLINK-38133,STARLINK-38251,100216,100229,11262.921408257223,12.903785878942578,0.0,11262.921408257223,LOW,10
HULIANWANG DIGUI-179,STARLINK-38154,100204,100258,11263.120586061805,9.599374685016453,0.0,11263.120586061805,LOW,10
STARLINK-38172,STARLINK-38190,100214,100219,11264.431243097026,12.89418013065348,0.0,11264.431243097026,LOW,10
STARLINK-38228,STARLINK-37721,100192,100220,13162.281902025103,4.760394407156406,1430.1183433746248,11264.891916189144,LOW,10
STARLINK-38214,PESSOA,100103,100139,11265.144169094552,13.591485231428805,0.0,11265.144169094552,LOW,10
STARLINK-38226,STARLINK-38139,100217,100236,11265.162327229431,12.940704071804573,0.6511578352109701,11265.159175702925,LOW,10
STARLINK-38136,STARLINK-38144,100166,100256,11268.948658133395,12.95735942904311,0.0,11268.948658133395,LOW,10
STARLINK-37721,2026-188D,100220,100369,11273.617738811874,12.75021875038371,8.65437944339644,11273.077700913704,LOW,10
STARLINK-37864,STARLINK-38038,100107,100116,11273.117723221236,12.894668664836713,0.23711488892009483,11273.117308588111,LOW,10
STARLINK-38177,GLOBALSTAR 2-R OBJECT G,100234,100331,11273.117543805762,11.612101993901778,0.0,11273.117543805762,LOW,10
STARLINK-38182,STARLINK-38255,100148,100269,11273.871301492356,12.941562822360783,3.777213949057414,11273.765323523357,LOW,10
STARLINK-38226,2026-178B,100217,100238,11274.647419473547,11.927695614809714,0.0,11274.647419473547,LOW,10
STARLINK-38184,STARLINK-38137,100180,100198,11274.758177557731,12.944465700103526,0.0,11274.758177557731,LOW,10
STARLINK-38088,ELECTRON R/B,100114,100245,11657.792295250238,10.18525557613625,290.81501093454517,11275.217418931732,LOW,10
STARLINK-38136,STARLINK-38163,100166,100250,11275.710788080083,12.920735450725868,3.8806914672171224,11275.599301928642,LOW,10
STARLINK-38165,SPACEMOBILE-012,100191,100241,11275.623271888166,7.776810727202277,0.0,11275.623271888166,LOW,10
STARLINK-38163,STARLINK-38167,100250,100257,11276.898296175515,12.93750766582308,0.0,11276.898296175515,LOW,10
2026-168B,TIANLIAN 3-01,100130,100172,11276.920467406822,14.888399708061295,0.0,11276.920467406822,LOW,10
STARLINK-38225,STARLINK-38224,100194,100197,11277.345608334568,12.906744275747418,0.48462387007959973,11277.34387370733,LOW,10
STARLINK-38198,STARLINK-38221,100160,100248,11279.452999376223,12.997389474461404,1.5532911611902753,11279.434931782293,LOW,10
CZ-6A DEB,STARLINK-38233,100175,100249,11281.363099282833,13.19726474696858,0.0,11281.363099282833,LOW,10
STARLINK-38101,STARLINK-38164,100110,100224,11297.945520174531,13.079491129982214,45.9303313058326,11281.962506061378,LOW,10
STARLINK-37740,STARLINK-38113,100102,100112,11282.36706609121,12.919376655899429,0.6246055070381891,11282.364180302215,LOW,10
STARLINK-38173,STARLINK-38280,100151,100265,11282.917819010398,12.935258661596839,0.0,11282.917819010398,LOW,10
STARLINK-38044,STARLINK-38135,100115,100122,11283.071802716522,12.94350402327774,0.6726968403964101,11283.06844313473,LOW,10
STARLINK-38162,GLOBALSTAR 2-R OBJECT E,100159,100329,11283.20032738362,11.06167466714222,0.0,11283.20032738362,LOW,10
STARLINK-38079,STARLINK-38178,100165,100201,11283.93063042486,8.004586853319267,0.0,11283.93063042486,LOW,10
STARLINK-38177,GLOBALSTAR 2-R OBJECT F,100234,100330,11284.165482167882,11.649181751898482,0.0,11284.165482167882,LOW,10
STARLINK-38214,STARLINK-38135,100103,100122,11284.288342819413,12.923723785418028,0.0,11284.288342819413,LOW,10
STARLINK-38088,STARLINK-38168,100114,100251,11285.032832252027,13.352546338465501,6.7504018110742665,11284.672866203498,LOW,10
STARLINK-38135,CZ-6A DEB,100122,100175,11284.75602143914,11.955800159111243,0.0,11284.75602143914,LOW,10
HULIANWANG DIGUI-184,GLOBALSTAR 2-R OBJECT B,100209,100326,11286.512003676067,11.109376808022345,0.0,11286.512003676067,LOW,10
